Up to date
A,D,B0,B1,B2,Root,Y
15817739346344077609/100000000000000000000,8743704416710783848460244529349/50000000000000000000,31146616299727684903809941550041/100000000000000000000,1428897319207602077151929314831/50000000000000000000,3979528708019772715996668005473/20000000000000000000,333358182646074428542930095581/25000000000000000000,-459363737803/50000000000000000000
168740500882884463753/50000000000000000000,3767611562548766918503662224763/100000000000000000000,1971454356393430756648967470203/50000000000000000000,429562259248258560285173537137/25000000000000000000,10166426337599782023802328803403/100000000000000000000,143660377390210733476303287/25000000000000000000,-14111217580199/100000000000000000000
302225866013805363639/100000000000000000000,2314151812454332643087300798179/6250000000000000000,89708740678444450509881474771/12500000000000000000,2201449924207455560264440187907/10000000000000000000,32291950063512641572994891539/3125000000000000000,-295082991236976037567361571859/12500000000000000000,-4049327095697/100000000000000000000
32909632825317732059/12500000000000000000,64687046002281565421258538407841/100000000000000000000,22350464565737988306763662989649/100000000000000000000,3731263386973127068525777446401/25000000000000000000,43369848074040693095012185861/3125000000000000000,-496762020133526197272730527779/6250000000000000000,-970197604691/100000000000000000000
2197045539948687263/20000000000000000000,15276125542882045193632209718311/50000000000000000000,453192083535294614960950527667/6250000000000000000,15672638808676875194663366237547/100000000000000000000,453472226582539301979185855433/25000000000000000000,2624317159433791778613993725347/12500000000000000000,-226485453571/50000000000000000000
230050947229263681729/100000000000000000000,45867330126825364022316442127489/100000000000000000000,3215730240369067362268081854939/50000000000000000000,708271227319782443713719616341/5000000000000000000,2452019763420326650584501697557/50000000000000000000,-1384316542129071401981009041081/100000000000000000000,-8323389326607/100000000000000000000
581266013518602939777/100000000000000000000,13567323624789322880384507706759/100000000000000000000,7948102225506321080253335548219/100000000000000000000,2208827734141983817300402635001/20000000000000000000,11036258103233064539257045250763/100000000000000000000,1905467575702823864499070243/25000000000000000000,-50147761357699/50000000000000000000
52816400238872905097/50000000000000000000,8805229912132831392582233675099/50000000000000000000,375725775437027646839498183871/3125000000000000000,16372166508901302238288901205419/100000000000000000000,4027208235957972429025096342689/25000000000000000000,15258297147946861507213910771/50000000000000000000,-18172733391501/50000000000000000000
209693769733531334331/100000000000000000000,1134573260165479300950879095213/4000000000000000000,1184860833695144850570746781859/4000000000000000000,695677281187742691721080520009/6250000000000000000,1693443041582233596360736091087/12500000000000000000,3904182273204185566545223461/100000000000000000,-437373208797/12500000000000000000
53667987270505511107/50000000000000000000,50494404958775385194540818026417/100000000000000000000,1452026641832093977337489098071/20000000000000000000,980275601164567724673002559563/12500000000000000000,1860604197972727968003826615233/100000000000000000000,-11307154058769361794542595861659/100000000000000000000,-601372712593/50000000000000000000
8707895644531947921/20000000000000000000,16157245055671684578438150597491/50000000000000000000,1078083931061541182735409871853/6250000000000000000,11379180946296092441172890652853/50000000000000000000,7200716045269624850821937613141/50000000000000000000,1192862996527476278773155480431/100000000000000000000,-4050369792419/100000000000000000000
67606728469651550121/50000000000000000000,38122869014934274312356566357057/100000000000000000000,1847511170026953262744457882947/10000000000000000000,4026491775086786874744671763173/100000000000000000000,1951036460800367801612200088897/25000000000000000000,3463630216528688814061074820793/12500000000000000000,-2379390158853/100000000000000000000
159788429334414823969/100000000000000000000,1190718201317607385853801316051/2500000000000000000,11781694965188424702365200463509/100000000000000000000,347664715540299394486430829679/12500000000000000000,11093534888877148461337305888213/100000000000000000000,-122365732082601447472150015157/3125000000000000000,-2636619911429/100000000000000000000
226239219796920282327/100000000000000000000,5135516528205897017495716093499/25000000000000000000,96179030578667328354145751457/781250000000000000,68882262608707891556601384697/4000000000000000000,374572139988368026215833792441/100000000000000000000,12422906837544852654934312202381/50000000000000000000,-112219058453/50000000000000000000
40697272987318292047/100000000000000000000,2109244098095808839546067100043/20000000000000000000,9369303057208294864229168381377/100000000000000000000,17193242035143930721670754835743/100000000000000000000,5218327518175082481883976659997/50000000000000000000,3217260916647327332757202121/25000000000000000000,-1433592153887/50000000000000000000
10352991831744633813/50000000000000000000,38429269297488152275024577728043/100000000000000000000,5238095146885677520666546596499/100000000000000000000,685561854647153650523753778961/100000000000000000000,2683983358349259316812260637127/50000000000000000000,-25596212209949887369129866814203/50000000000000000000,-164822667551/25000000000000000000
59683477724542520389/50000000000000000000,3215490394115561303987306173333/5000000000000000000,11905553734112628313603341339301/100000000000000000000,748397050671217550793123002691/3125000000000000000,28052046050687327451218385619929/100000000000000000000,2526040379824580368563064574129/20000000000000000000,-4083354835031/12500000000000000000
62361787078941080109/100000000000000000000,13785125035900131977168374451891/50000000000000000000,7318034254728979265124269697283/100000000000000000000,9452908428384070436740165515453/100000000000000000000,3709517028065285516390411099507/25000000000000000000,3941006912657944368138322497941/100000000000000000000,-4170857675183/100000000000000000000
3519034858139572321/5000000000000000000,5005592356748651709058024916231/10000000000000000000,4446280378080877067852712588107/100000000000000000000,1080905650169215607034530839447/100000000000000000000,7287608486409106946841065113111/25000000000000000000,-12903943263104267303816111583641/100000000000000000000,-1696513685131/50000000000000000000
60317066097407485699/25000000000000000000,3302975939388077746348809463211/12500000000000000000,49795929162672712310393862939/390625000000000000,3570112098809761199408898776661/20000000000000000000,426653288515997140104396016101/25000000000000000000,1912573800517112715966816992997/25000000000000000000,-5853075606317/100000000000000000000
12374940152319185009/12500000000000000000,1133019860192809786899060313373/3125000000000000000,5144383362108792307106074449577/100000000000000000000,1738058380650353986364215337481/12500000000000000000,112991430297288156715439119981/12500000000000000000,-219537000744647369119879244123/3125000000000000000,-2144685979519/100000000000000000000
32018282263558995831/10000000000000000000,4420104457918861440860330058953/12500000000000000000,1529440973059383476902352432347/50000000000000000000,56087598245326576605293295587/1562500000000000000,5297113754806209660535104222007/100000000000000000000,-643938117163103397482655758679/50000000000000000000,-12536467591543/100000000000000000000
72444635493966008781/50000000000000000000,19257174378506184071986145579819/100000000000000000000,3406179805260418220182677308099/25000000000000000000,1391550770793204068543915644547/25000000000000000000,4260077864295969723487104711321/50000000000000000000,5205912760444770596884842424849/100000000000000000000,-25417955021/20000000000000000000
81961145286638896221/25000000000000000000,39430742924920682465546001705389/100000000000000000000,9523391734798986526687311633861/100000000000000000000,11768846154120191899924682159921/100000000000000000000,1304546281464207632827876893947/6250000000000000000,6937234519138597794942276933063/100000000000000000000,-14922533815311/50000000000000000000
